Unexplained	Tissue	Phylogeny	genes	rank
12.7173913043478	0.543478260869565	86.7391304347826	Ube2q1	1737
6.85413005272408	6.41476274165202	86.7311072056239	Lmf1	1738
13.2701421800948	0	86.7298578199052	Cryz	1739
13.2762312633833	0	86.7237687366167	Magi3	1740
0	13.28125	86.71875	Efr3a	1741
0	13.2930513595166	86.7069486404834	Rexo4	1742
12.9154795821463	0.379867046533713	86.70465337132	Oraov1	1743
13.3009708737864	0	86.6990291262136	Tfb2m	1744
1.18764845605701	12.1140142517815	86.6983372921615	Gatad1	1745
0	13.3102852203976	86.6897147796024	Ubxn6	1746
1.4014014014014	11.9119119119119	86.6866866866867	Nfe2l1	1747
11.6052060737527	1.7353579175705	86.6594360086768	Ilk	1748
12.5116713352007	0.840336134453782	86.6479925303455	Sptbn1	1749
0	13.3599202392822	86.6400797607178	Swi5	1750
0	13.3663366336634	86.6336633663366	Pou6f1	1751
0	13.3720930232558	86.6279069767442	Slc6a15	1752
13.3817427385892	0	86.6182572614108	2810002D19Rik	1753
0	13.3867276887872	86.6132723112128	Milr1	1754
1.69491525423729	11.7029862792575	86.6020984665053	Alg14	1755
13.4020618556701	0	86.5979381443299	Prr18	1756
0	13.4057971014493	86.5942028985507	Cd22	1757
0	13.4169884169884	86.5830115830116	Ddrgk1	1758
3.98912058023572	9.42883046237534	86.5820489573889	2700060E02Rik	1759
0	13.4328358208955	86.5671641791045	Akr1c13	1760
1.59203980099503	11.8407960199005	86.5671641791045	Alpk2	1761
13.4328358208955	0	86.5671641791045	Otub2	1762
6.99844479004666	6.45412130637636	86.547433903577	Bpifa5	1763
13.4577603143418	0	86.5422396856581	Elmod3	1764
7.31707317073171	6.14272809394761	86.5401987353207	Ctcfl	1765
7.93357933579336	5.53505535055351	86.5313653136531	Fes	1766
0	13.4703196347032	86.5296803652968	Acad11	1767
13.4703196347032	0	86.5296803652968	Nudt15	1768
7.08333333333333	6.38888888888889	86.5277777777778	Tyro3	1769
13.4724857685009	0	86.5275142314991	Coa7	1770
0	13.4816753926702	86.5183246073298	Itsn2	1771
13.4820562560621	0	86.5179437439379	Pomgnt1	1772
0	13.4976525821596	86.5023474178404	Sh2b2	1773
13.4994807892004	0	86.5005192107996	Hmha1	1774
0	13.5	86.5	Retn	1775
0	13.506139154161	86.493860845839	B230118H07Rik	1776
0	13.5188866799205	86.4811133200795	Esam	1777
2.80957336108221	10.7180020811655	86.4724245577523	Bcl6b	1778
7.14285714285714	6.39658848614072	86.4605543710021	Zfp316	1779
13.437849944009	0.111982082866741	86.4501679731243	Mb21d1	1780
0	13.563829787234	86.436170212766	Ccdc6	1781
0	13.5673624288425	86.4326375711575	Zmynd11	1782
0	13.5761589403974	86.4238410596027	Foxp4	1783
0	13.601368691189	86.3986313088109	Fmnl1	1784
0	13.6038186157518	86.3961813842482	Selk	1785
13.6155606407323	0	86.3844393592677	Phf2	1786
13.6173767752715	0	86.3826232247285	Trnp1	1787
13.6216216216216	0	86.3783783783784	Tnfrsf4	1788
13.6219640971489	0	86.3780359028511	Dnajc17	1789
0	13.6243386243386	86.3756613756614	5430425K12Rik	1790
0	13.6363636363636	86.3636363636364	Plekhh3	1791
2.28937728937729	11.3553113553114	86.3553113553114	Parp3	1792
0	13.647851727043	86.352148272957	Impact	1793
3.47222222222222	10.1851851851852	86.3425925925926	Mad2l1bp	1794
0	13.6593591905565	86.3406408094435	Gm7694	1795
0	13.6897001303781	86.3102998696219	BC003331	1796
0	13.6923076923077	86.3076923076923	Pik3ap1	1797
3.79746835443038	9.89643268124281	86.3060989643268	Heca	1798
0	13.6945812807882	86.3054187192118	1700049G17Rik	1799
0	13.7055837563452	86.2944162436548	Tex2	1800
13.7105549510337	0	86.2894450489663	Mrps7	1801
0	13.7342908438061	86.2657091561939	Hmgxb3	1802
13.7450199203187	0	86.2549800796813	Rhpn2	1803
13.7460650577125	0	86.2539349422875	Plin4	1804
0	13.7510170870627	86.2489829129374	Gm13157	1805
13.7524557956778	0	86.2475442043222	Ebpl	1806
10.02331002331	3.72960372960373	86.2470862470862	Gabrr2	1807
0	13.7554585152838	86.2445414847162	Lhcgr	1808
0	13.7826961770624	86.2173038229376	Zbtb4	1809
13.7832699619772	0	86.2167300380228	Cisd2	1810
0.390117035110533	13.3940182054616	86.2158647594278	Tmed3	1811
2.65577119509704	11.1338100102145	86.2104187946885	Igfbp4	1812
13.7994480220791	0	86.2005519779209	Ndufb5	1813
0	13.8121546961326	86.1878453038674	Ppdpf	1814
1.72711571675302	12.0898100172712	86.1830742659758	Sema3g	1815
0	13.855421686747	86.144578313253	Kctd3	1816
13.8603696098563	0	86.1396303901437	Tigit	1817
10.9311740890688	2.93522267206478	86.1336032388664	Bscl2	1818
13.8663967611336	0	86.1336032388664	Wnk2	1819
13.8686131386861	0	86.1313868613139	Fbxo38	1820
7.43718592964824	6.4321608040201	86.1306532663317	Rbms2	1821
13.8723404255319	0	86.1276595744681	Olfr732	1822
13.3986928104575	0.490196078431373	86.1111111111111	Cyr61	1823
0	13.894324853229	86.105675146771	Gatsl2	1824
0	13.915857605178	86.084142394822	Ldoc1l	1825
0	13.9223560910308	86.0776439089692	Ampd1	1826
0	13.9331210191083	86.0668789808917	5730420D15Rik	1827
12.1184919210054	1.8850987432675	85.9964093357271	Apopt1	1828
4.53074433656958	9.49298813376483	85.9762675296656	Tcf15	1829
9.82824427480916	4.19847328244275	85.9732824427481	Tmem50a	1830
0	14.0722291407223	85.9277708592777	Ap3s1	1831
0	14.0748031496063	85.9251968503937	H2-Oa	1832
0	14.0754369825207	85.9245630174793	Nsa2	1833
14.0758873929009	0	85.9241126070991	Gm5083	1834
11.2024665981501	2.87769784172662	85.9198355601233	B630005N14Rik	1835
1.34228187919463	12.751677852349	85.9060402684564	Agpat9	1836
0	14.1069397042093	85.8930602957907	Gpd1l	1837
6.70794633642931	7.43034055727554	85.8617131062951	Ap3s2	1838
1.44478844169247	12.6934984520124	85.8617131062951	Sbf1	1839
14.1486810551559	0	85.8513189448441	Nrn1	1840
2.85400658616904	11.3062568605928	85.8397365532382	Mrs2	1841
14.1656662665066	0	85.8343337334934	Nphs2	1842
1.1703511053316	13.0039011703511	85.8257477243173	Deptor	1843
13.6013686911891	0.598802395209581	85.7998289136014	Ppp3r2	1844
0	14.2112125162973	85.7887874837027	Mapk11	1845
0	14.2185663924794	85.7814336075206	Itpkb	1846
13.1201764057332	1.10253583241455	85.7772877618523	Dnajb11	1847
14.2296368989205	0	85.7703631010795	Tex15	1848
0	14.2351274787535	85.7648725212465	Il3	1849
14.2375737152485	0	85.7624262847515	Lins1	1850
10.530749789385	3.70682392586352	85.7624262847515	Rai2	1851
0	14.2384105960265	85.7615894039735	Spcs2	1852
6.81586978636826	7.42624618514751	85.7578840284842	3110062M04Rik	1853
3.56164383561644	10.6849315068493	85.7534246575342	Selo	1854
14.2589118198874	0	85.7410881801126	Ypel3	1855
1.07361963190184	13.1901840490798	85.7361963190184	Fcrl5	1856
14.2651296829971	0	85.7348703170029	Acsl1	1857
11.437908496732	2.8322440087146	85.7298474945534	Mtdh	1858
2.49776984834969	11.7752007136485	85.7270294380018	Tusc1	1859
6.62525879917184	7.66045548654244	85.7142857142857	Prdx4	1860
6.1867266591676	8.09898762654668	85.7142857142857	Tinf2	1861
0	14.299424184261	85.700575815739	Exoc3l4	1862
0	14.3317230273752	85.6682769726248	Lrrc18	1863
0	14.3418467583497	85.6581532416503	E230013L22Rik	1864
0	14.3558282208589	85.6441717791411	Adgrb2	1865
0	14.356846473029	85.6431535269709	Kdm1a	1866
5.79150579150579	8.59073359073359	85.6177606177606	Tpm4	1867
0	14.3835616438356	85.6164383561644	Gm684	1868
14.3835616438356	0	85.6164383561644	Olfr543	1869
5.34429599177801	9.04419321685509	85.6115107913669	Apip	1870
0	14.3916913946588	85.6083086053413	Tbx10	1871
0	14.4162436548223	85.5837563451777	Fbxw7	1872
13.8604651162791	0.558139534883721	85.5813953488372	F13b	1873
5.62884784520668	8.79507475813544	85.5760773966579	Cox7a2l	1874
0	14.4308943089431	85.5691056910569	Tssc4	1875
9.70873786407767	4.73300970873786	85.5582524271845	Ifngr2	1876
14.4615384615385	0	85.5384615384615	Znhit2	1877
0	14.4721233689205	85.5278766310795	Adat3	1878
0	14.4774688398849	85.5225311601151	Acod1	1879
11.8967452300786	2.58136924803591	85.5218855218855	Ndufs8	1880
0	14.4838212634823	85.5161787365177	Tmeff2	1881
0	14.4941634241245	85.5058365758755	Herpud2	1882
12.453531598513	2.04460966542751	85.5018587360595	Zfp277	1883
1.15074798619102	13.3486766398159	85.5005753739931	Wscd2	1884
8.24644549763033	6.25592417061611	85.4976303317536	Chd9	1885
14.5023696682464	0	85.4976303317536	Coq5	1886
12.2137404580153	2.29007633587786	85.4961832061069	Ap1g1	1887
14.5093945720251	0	85.4906054279749	Gpn1	1888
0	14.5299145299145	85.4700854700855	Fam50b	1889
0	14.5395799676898	85.4604200323102	Txndc5	1890
14.5405887600357	0	85.4594112399643	C1s2	1891
1.03926096997691	13.5103926096998	85.4503464203233	Vimp	1892
1.30187144019528	13.2628152969894	85.4353132628153	Intu	1893
0	14.5664739884393	85.4335260115607	Ube2j1	1894
0	14.5665773011618	85.4334226988382	Slc25a51	1895
1.88305252725471	12.6858275520317	85.4311199207136	Iffo2	1896
0	14.5719489981785	85.4280510018215	Pcyt2	1897
14.5812807881773	0	85.4187192118227	Phf13	1898
0	14.5896656534954	85.4103343465046	Ptp4a2	1899
10.2702702702703	4.32432432432432	85.4054054054054	Hmbs	1900
9.22909880564604	5.42888165038002	85.3420195439739	St6galnac6	1901
0	14.6583850931677	85.3416149068323	Rapgef1	1902
0	14.6703806870938	85.3296193129062	Zkscan8	1903
14.6853146853147	0	85.3146853146853	Zfp667	1904
14.6868250539957	0	85.3131749460043	Jrk	1905
8.56873822975518	6.12052730696799	85.3107344632768	Atf5	1906
2.28509249183896	12.40478781284	85.310119695321	Map7d1	1907
14.7023086269745	0	85.2976913730255	Chd3	1908
0	14.7095179233622	85.2904820766378	Pced1b	1909
1.16959064327485	13.5672514619883	85.2631578947368	Dmxl1	1910
0	14.7392290249433	85.2607709750567	Samd3	1911
1.6260162601626	13.1242740998839	85.2497096399535	Sfmbt2	1912
14.7540983606557	0	85.2459016393443	Ndufaf3	1913
14.7688838782413	0	85.2311161217587	Tnnt3	1914
0	14.7794994040524	85.2205005959476	Fam105a	1915
0	14.7859922178988	85.2140077821012	Cd244	1916
0	14.7878787878788	85.2121212121212	Tsr3	1917
0	14.8148148148148	85.1851851851852	Sdf4	1918
7.75280898876405	7.07865168539326	85.1685393258427	Sav1	1919
5.05494505494505	9.78021978021978	85.1648351648352	Tmlhe	1920
4.22680412371134	10.6185567010309	85.1546391752577	Srsf9	1921
0	14.8459383753501	85.1540616246499	Sh3bgrl3	1922
3.82452193475816	11.0236220472441	85.1518560179977	Gnai2	1923
4.48654037886341	10.3688933200399	85.1445663010967	Lhpp	1924
14.8571428571429	0	85.1428571428571	Btbd10	1925
5.61904761904762	9.23809523809524	85.1428571428571	Lrsam1	1926
13.9400921658986	0.921658986175115	85.1382488479263	Prkrip1	1927
14.8804251550044	0	85.1195748449956	Pla2g5	1928
14.8829431438127	0	85.1170568561873	Ddx3y	1929
14.8846960167715	0	85.1153039832285	Gm20098	1930
14.8994515539305	0	85.1005484460695	Txn2	1931
8.45383759733037	6.45161290322581	85.0945494994438	Mamdc4	1932
0	14.9056603773585	85.0943396226415	Fads3	1933
14.9131767109295	0	85.0868232890705	Ccnyl1	1934
14.9189189189189	0	85.0810810810811	Fh1	1935
14.9253731343284	0	85.0746268656716	Rrp8	1936
0	14.9315068493151	85.0684931506849	Fam109b	1937
0	14.9344096871847	85.0655903128153	Pex5	1938
8.28789531079607	6.65212649945474	85.0599781897492	Acadm	1939
3.3106960950764	11.6298811544992	85.0594227504244	Gsn	1940
10.9833971902937	3.95913154533844	85.0574712643678	Pik3cb	1941
0	14.9560117302053	85.0439882697947	Lrch2	1942
5.84045584045584	9.11680911680912	85.042735042735	Phactr2	1943
1.54772141014617	13.4135855546002	85.0386930352537	Rgs9	1944
14.9774774774775	0	85.0225225225225	Prdm16	1945
0	14.9834437086093	85.0165562913907	Asap2	1946
8.71839581517001	6.27724498692241	85.0043591979076	Fbxw10	1947
0	15	85	Cers2	1948
0	15.0055991041433	84.9944008958567	Trpm6	1949
0	15.015015015015	84.984984984985	Stac2	1950
0	15.0224215246637	84.9775784753363	Atp13a3	1951
5.69948186528497	9.32642487046632	84.9740932642487	Xpo7	1952
0	15.0326797385621	84.9673202614379	Rbak	1953
0	15.0326797385621	84.9673202614379	Gm3230	1954
15.042573320719	0	84.957426679281	Acad12	1955
0	15.0609080841639	84.9390919158361	Fyn	1956
4.17881438289602	10.8843537414966	84.9368318756074	Trim33	1957
1.33657351154313	13.730255164034	84.9331713244228	Lypd6b	1958
0.0892060660124889	14.9866190900981	84.9241748438894	Tpm3	1959
0	15.0793650793651	84.9206349206349	3300005D01Rik	1960
0.165016501650165	14.9339933993399	84.9009900990099	Fam120a	1961
12.8751210067764	2.22652468538238	84.8983543078412	Nupl1	1962
11.1560226354082	3.96119644300728	84.8827809215845	Ctrc	1963
14.6478873239437	0.469483568075117	84.8826291079812	Gpr27	1964
15.1174668028601	0	84.8825331971399	Vwa1	1965
0	15.1304347826087	84.8695652173913	Tmem237	1966
15.1315789473684	0	84.8684210526316	Hgfac	1967
4.77477477477477	10.3603603603604	84.8648648648649	Pdia3	1968
15.047619047619	0.0952380952380952	84.8571428571428	Dyrk3	1969
0	15.1515151515152	84.8484848484848	Trim5	1970
11.340206185567	3.81443298969072	84.8453608247423	D330023K18Rik	1971
0	15.1729559748428	84.8270440251572	Tmem42	1972
15.1818181818182	0	84.8181818181818	2010005H15Rik	1973
12.603305785124	2.58264462809917	84.8140495867768	Zfp433	1974
12.2265122265122	2.96010296010296	84.8133848133848	Ccdc79	1975
7.21311475409836	7.97814207650273	84.8087431693989	Gm19557	1976
10.4308390022676	4.76190476190476	84.8072562358277	Ppie	1977
1.73724212812161	13.4636264929425	84.7991313789359	Grb2	1978
9.15958451369216	6.04343720491029	84.7969782813976	Cep126	1979
0	15.2046783625731	84.7953216374269	Prrc1	1980
0	15.230635335074	84.769364664926	Hmgcs1	1981
15.2380952380952	0	84.7619047619048	Cpne3	1982
15.2424942263279	0	84.7575057736721	Mettl7a1	1983
4.27251732101617	10.9699769053118	84.7575057736721	Snx30	1984
0	15.2466367713004	84.7533632286996	Col16a1	1985
10.5212355212355	4.72972972972973	84.7490347490347	Cars	1986
0	15.2577319587629	84.7422680412371	Sike1	1987
12.9802699896158	2.28452751817238	84.7352024922118	Zfp119b	1988
0	15.2671755725191	84.7328244274809	Phtf1os	1989
15.2694610778443	0	84.7305389221557	Cmtm4	1990
5.36980749746707	9.9290780141844	84.7011144883485	Pkn2	1991
15.3079710144928	0	84.6920289855072	Zfp384	1992
0	15.3241650294695	84.6758349705304	Arf6	1993
13.7816979051819	1.54355016538037	84.6747519294377	Inpp5a	1994
10.5018587360595	4.83271375464684	84.6654275092937	Ccdc171	1995
3.8961038961039	11.4521841794569	84.6517119244392	Ptprk	1996
7.35567970204842	8.00744878957169	84.6368715083799	6430531B16Rik	1997
0	15.3703703703704	84.6296296296296	Arpc5l	1998
0	15.3753026634383	84.6246973365617	Slc35b3	1999
10.0263852242744	5.36499560246262	84.608619173263	Zfp84	2000
0	15.3947368421053	84.6052631578947	Pik3c2b	2001
0	15.3961136023916	84.6038863976084	Ebi3	2002
0	15.4008438818565	84.5991561181435	Ywhab	2003
8.78995433789954	6.62100456621005	84.5890410958904	Rapgef2	2004
0	15.4191616766467	84.5808383233533	Hid1	2005
15.4580152671756	0	84.5419847328244	Copb2	2006
6.14035087719298	9.32017543859649	84.5394736842105	Arhgap10	2007
15.4672395273899	0	84.5327604726101	Nap1l5	2008
0	15.4794520547945	84.5205479452055	Gga2	2009
11.6772823779193	3.82165605095541	84.5010615711253	Synrg	2010
5.37974683544304	10.126582278481	84.4936708860759	Irgq	2011
8.18965517241379	7.32758620689655	84.4827586206897	Hsd17b7	2012
0	15.5188246097337	84.4811753902663	Ccny	2013
13.1132917038359	2.4085637823372	84.4781445138269	Ndufs6	2014
2.76190476190476	12.7619047619048	84.4761904761905	Abhd16a	2015
12.5570776255708	2.96803652968037	84.4748858447489	Setd4	2016
0	15.5251141552511	84.4748858447489	Slc39a7	2017
7.22100656455142	8.31509846827133	84.4638949671772	Vasp	2018
14.5052833813641	1.0566762728146	84.4380403458213	1810062G17Rik	2019
0	15.5680224403927	84.4319775596073	Agtrap	2020
9.08152734778122	6.5015479876161	84.4169246646027	Ints5	2021
13.5746606334842	2.03619909502262	84.3891402714932	Epb41l3	2022
15.6130268199234	0	84.3869731800766	Btg3	2023
15.6217882836588	0	84.3782117163412	Hacd2	2024
0	15.625	84.375	Setd2	2025
4.85436893203884	10.8009708737864	84.3446601941748	Ocrl	2026
0	15.6626506024096	84.3373493975904	Lfng	2027
0.481927710843374	15.1807228915663	84.3373493975904	Lrp5	2028
15.6862745098039	0	84.3137254901961	Hc	2029
15.6003505696757	0.0876424189307625	84.3120070113935	Fam229b	2030
8.40080971659919	7.28744939271255	84.3117408906883	Nup210l	2031
9.10125142207053	6.59840728100114	84.3003412969283	Myef2	2032
0	15.7	84.3	Vwa9	2033
8.33333333333333	7.37179487179487	84.2948717948718	Tjp2	2034
0	15.7063197026022	84.2936802973978	Igfbp6	2035
15.7099697885196	0	84.2900302114804	Bnip3l	2036
4.85714285714286	10.8571428571429	84.2857142857143	Ccdc85b	2037
13.8185654008439	1.89873417721519	84.2827004219409	Mettl2	2038
6.55021834061135	9.1703056768559	84.2794759825327	Agap1	2039
8.60314523589269	7.12303422756707	84.2738205365402	Mydgf	2040
6.50994575045208	9.22242314647378	84.2676311030741	R3hdm4	2041
6.92549842602308	8.81427072402938	84.2602308499475	Car12	2042
0	15.7441574415744	84.2558425584256	Txndc16	2043
9.49119373776908	6.26223091976517	84.2465753424657	Snx4	2044
11.5761353517364	4.18521816562778	84.2386464826358	AW551984	2045
0	15.7676348547718	84.2323651452282	Ldhal6b	2046
11.0778443113772	4.69061876247505	84.2315369261477	Brdt	2047
11.8101545253863	3.97350993377483	84.2163355408389	Hadhb	2048
6.69330669330669	9.09090909090909	84.2157842157842	Hrh1	2049
9.02255639097744	6.76691729323308	84.2105263157895	Grm1	2050
15.7894736842105	0	84.2105263157895	Opa3	2051
3.36257309941521	12.4269005847953	84.2105263157895	Pla2g4a	2052
11.8246687054027	3.97553516819572	84.1997961264016	Zmiz1	2053
0	15.8031088082902	84.1968911917098	Cog3	2054
0	15.8048780487805	84.1951219512195	Arfgap3	2055
15.8064516129032	0	84.1935483870968	Rmnd5a	2056
7.84061696658098	7.96915167095116	84.1902313624679	Slx4	2057
0	15.8252427184466	84.1747572815534	Glt8d1	2058
15.8333333333333	0	84.1666666666667	Sorbs1	2059
15.8357771260997	0	84.1642228739003	Mrpl16	2060
6.57718120805369	9.26174496644295	84.1610738255034	Zpbp2	2061
0	15.8415841584158	84.1584158415842	Mst1	2062
8.81188118811881	7.02970297029703	84.1584158415842	Ubxn2b	2063
15.8640226628895	0	84.1359773371105	Ly6f	2064
0	15.8686730506156	84.1313269493844	Hepacam2	2065
0	15.8697863682604	84.1302136317396	Zmiz2	2066
0	15.8730158730159	84.1269841269841	Ldhb	2067
0.998336106489185	14.891846921797	84.1098169717138	Pdzd8	2068
15.8940397350993	0	84.1059602649007	Gca	2069
14.1851106639839	1.7102615694165	84.1046277665996	Slc7a11	2070
15.8959537572254	0	84.1040462427746	Fat4	2071
0	15.9038901601831	84.0961098398169	Ubash3b	2072
15.9090909090909	0	84.0909090909091	Kctd12b	2073
15.9090909090909	0	84.0909090909091	Klhl41	2074
3.40599455040872	12.5340599455041	84.0599455040872	Gabarapl1	2075
0	15.9496327387198	84.0503672612802	Ints4	2076
0	15.9509202453988	84.0490797546012	Sh3bp1	2077
0	15.9522136331694	84.0477863668306	Nmbr	2078
3.15398886827458	12.8014842300557	84.0445269016698	Dusp5	2079
15.8585858585859	0.101010101010101	84.040404040404	Mybl1	2080
15.9598214285714	0	84.0401785714286	Prss2	2081
7.60598503740648	8.35411471321696	84.0399002493766	Rogdi	2082
0	15.9613059250302	84.0386940749698	Trim21	2083
0.62780269058296	15.3363228699552	84.0358744394619	C430049B03Rik	2084
3.72836218375499	12.2503328894807	84.0213049267643	Prf1	2085
6.14947965941344	9.8391674550615	84.0113528855251	Gm15441	2086
16.003879728419	0	83.996120271581	4933408B17Rik	2087
11.5740740740741	4.44444444444444	83.9814814814815	Snrnp27	2088
0	16.0322952710496	83.9677047289504	Il22ra2	2089
12.0246659815005	4.0082219938335	83.967112024666	Etnk2	2090
0	16.0545645330535	83.9454354669465	Ttll4	2091
0	16.0583941605839	83.9416058394161	Cox15	2092
13.5306553911205	2.5369978858351	83.9323467230444	Trmt11	2093
0	16.0777385159011	83.922261484099	Trpa1	2094
2.61627906976744	13.468992248062	83.9147286821705	Unc45b	2095
14.4268774703557	1.6798418972332	83.8932806324111	Ostc	2096
0	16.1290322580645	83.8709677419355	Izumo4	2097
14.4089732528041	1.72562553925798	83.8654012079379	Olfr157	2098
0	16.1588180978763	83.8411819021237	Ufl1	2099
0	16.1658031088083	83.8341968911917	Strn	2100
16.1750713606089	0	83.8249286393911	Slc7a3	2101
10.5497771173848	5.64635958395245	83.8038632986627	Crisp3	2102
5.03018108651912	11.1670020120724	83.8028169014084	Pycr1	2103
0.0942507068803016	16.1168708765316	83.7888784165881	8430408G22Rik	2104
0.0853242320819113	16.1262798634812	83.7883959044369	Dedd2	2105
14.9581589958159	1.25523012552301	83.7866108786611	Klra17	2106
10.7778819119025	5.43580131208997	83.7863167760075	Mtx2	2107
11.8512110726644	4.41176470588235	83.7370242214533	Snupn	2108
3.52331606217617	12.7461139896373	83.7305699481865	Trappc13	2109
15.0559511698881	1.22075279755849	83.7232960325534	Gnaz	2110
0	16.2790697674419	83.7209302325581	Naa60	2111
0	16.2849872773537	83.7150127226463	2610507B11Rik	2112
16.2900188323917	0	83.7099811676083	Eif2b2	2113
0	16.2962962962963	83.7037037037037	Csk	2114
0	16.3032191069574	83.6967808930426	Fxyd7	2115
0	16.304347826087	83.695652173913	Treml1	2116
16.3185378590078	0	83.6814621409922	1110059E24Rik	2117
10.2251407129456	6.09756097560976	83.6772983114446	Rpn1	2118
16.323165704864	0	83.676834295136	Klhl35	2119
11.1351351351351	5.18918918918919	83.6756756756757	Oser1	2120
2.4085637823372	13.9161462979483	83.6752899197145	Arntl	2121
0	16.3265306122449	83.6734693877551	Vps4b	2122
16.3336229365769	0	83.6663770634231	Sez6l	2123
6.70157068062827	9.63350785340314	83.6649214659686	Tktl1	2124
11.4901256732495	4.84739676840215	83.6624775583483	Rab10	2125
0	16.3412127440904	83.6587872559095	Atp1b3	2126
16.3432073544433	0	83.6567926455567	Ept1	2127
0	16.3452708907254	83.6547291092746	Cltb	2128
8.65384615384616	7.69230769230769	83.6538461538462	Rsph1	2129
1.81644359464627	14.5315487571702	83.6520076481836	Chil5	2130
16.3531114327062	0	83.6468885672938	Fut4	2131
6.03248259860789	10.3248259860789	83.6426914153132	Pdrg1	2132
3.95584176632935	12.4195032198712	83.6246550137995	Rtca	2133
0	16.3888888888889	83.6111111111111	Tmem243	2134
16.3949275362319	0	83.6050724637681	Sgca	2135
0	16.3969795037756	83.6030204962244	Ankmy2	2136
1.56739811912226	14.8380355276907	83.594566353187	Ccdc102a	2137
0.645161290322581	15.7603686635945	83.594470046083	Ip6k2	2138
0	16.4229471316085	83.5770528683914	Ift57	2139
4.44214876033058	11.9834710743802	83.5743801652893	Dclre1a	2140
8.26161790017212	8.17555938037866	83.5628227194492	Trnau1ap	2141
14.9653121902874	1.48662041625372	83.5480673934589	Upb1	2142
2.85714285714286	13.5960591133005	83.5467980295567	Prmt6	2143
0	16.4593301435407	83.5406698564593	Tmem214	2144
4.96031746031746	11.5079365079365	83.531746031746	Zfp688	2145
12.972972972973	3.51351351351351	83.5135135135135	Mfsd2b	2146
15.125	1.375	83.5	Hps1	2147
16.5094339622642	0	83.4905660377358	Mrpl38	2148
14.2696629213483	2.24719101123596	83.4831460674157	Gm10640	2149
2.67857142857143	13.8392857142857	83.4821428571429	Apobr	2150
1.67844522968198	14.8409893992933	83.4805653710247	Exoc6b	2151
1.82555780933063	14.7058823529412	83.4685598377282	Zfp105	2152
11.7416829745597	4.79452054794521	83.4637964774951	Ssr2	2153
0	16.5362035225049	83.4637964774951	Tlk1	2154
11.4080164439877	5.13874614594039	83.4532374100719	B4galt3	2155
0	16.5505226480836	83.4494773519164	Bfsp2	2156
11.8205349439172	4.74547023295945	83.4339948231234	Gm15328	2157
14.4194756554307	2.15355805243446	83.4269662921348	Ube2e1	2158
8.2010582010582	8.37742504409171	83.4215167548501	Med16	2159
16.5876777251185	0	83.4123222748815	1110038F14Rik	2160
16.6042446941323	0	83.3957553058677	Spats2l	2161
0	16.6130760986066	83.3869239013933	Ncr1	2162
0	16.6199813258637	83.3800186741363	Ripply3	2163
0	16.6253101736973	83.3746898263027	Rnf34	2164
13.519313304721	3.11158798283262	83.3690987124464	Ppbp	2165
0	16.6317991631799	83.3682008368201	Mfhas1	2166
16.6342412451362	0	83.3657587548638	Map2k4	2167
3.50262697022767	13.1348511383538	83.3625218914186	D10Jhu81e	2168
0	16.6394779771615	83.3605220228385	Tm9sf2	2169
0	16.6522864538395	83.3477135461605	Lcp1	2170
0	16.6666666666667	83.3333333333333	Foxo1	2171
0	16.6666666666667	83.3333333333333	Ccr10	2172
0	16.6666666666667	83.3333333333333	Tinagl1	2173
12.7041742286751	3.99274047186933	83.3030852994555	Rpl31	2174
0	16.7144221585482	83.2855778414518	Zfp873	2175
0	16.7388167388167	83.2611832611833	March8	2176
10.5706267539757	6.17399438727783	83.2553788587465	Tmem94	2177
5.55032925682032	11.1947318908749	83.2549388523048	Clpb	2178
5.13513513513514	11.6216216216216	83.2432432432432	Rab11fip3	2179
16.765873015873	0	83.234126984127	Amigo2	2180
15.4037267080745	1.36645962732919	83.2298136645963	S1pr3	2181
0	16.7721518987342	83.2278481012658	Ehd2	2182
16.40838650866	0.364630811303555	83.2269826800365	Cog1	2183
2.64200792602378	14.1347424042272	83.223249669749	Cdh24	2184
6.57769304099142	10.2001906577693	83.2221163012393	Morc3	2185
0	16.7816091954023	83.2183908045977	Tmem184c	2186
0	16.793893129771	83.206106870229	Slc25a1	2187
15.7526254375729	1.05017502917153	83.1971995332555	Ahdc1	2188
0	16.8041237113402	83.1958762886598	Ndst1	2189
0	16.8108776266996	83.1891223733004	Itsn1	2190
11.3019891500904	5.51537070524412	83.1826401446655	Trpv2	2191
12.862669245648	3.9651837524178	83.1721470019342	Gfm1	2192
15.1436031331593	1.69712793733681	83.1592689295039	Ube2l6	2193
13.3990147783251	3.44827586206897	83.1527093596059	Rlf	2194
0	16.8511685116851	83.1488314883149	Sp2	2195
0	16.8518518518519	83.1481481481482	Ugt1a2	2196
2.17627856365615	14.689880304679	83.1338411316649	Cpsf3l	2197
0	16.8742921857305	83.1257078142695	2010016I18Rik	2198
12.7872127872128	4.0959040959041	83.1168831168831	Ei24	2199
16.8908819133034	0	83.1091180866966	Cnga1	2200
16.8937329700272	0	83.1062670299728	Efhc1	2201
0	16.9230769230769	83.0769230769231	Pcyt1a	2202
0	16.9321039396479	83.0678960603521	Timmdc1	2203
16.9338677354709	0	83.0661322645291	Sult2b1	2204
7.07236842105263	9.86842105263158	83.0592105263158	Ndufv3	2205
16.9416941694169	0	83.0583058305831	Acta2	2206
16.9475655430712	0	83.0524344569288	Mrps34	2207
